x,y,r,maturity,stress,nab1,t_birth,t_death
78,-227,150,1,0,0,2143.1,2271.5
835,-358,150,1,0,0,2271.8,2272.0
979,271,150,1,0,0,2163.3,2272.1
972,115,150,1,0,0,2248.0,2272.5
826,-276,150,0,0,0,2273.1,-2273.1
887,207,150,1,0,0,2252.7,2273.3
156,390,150,1,0,0,2226.9,2273.9
271,474,150,1,0,0,2254.8,2273.9
925,-301,150,1,0,0,2270.0,2274.2
205,-182,150,1,0,0,2272.8,2274.6
596,-277,150,0,0,0,2274.6,-2274.6
42,7,150,1,0,0,2233.9,2274.7
568,459,150,1,0,0,2266.7,2275.6
112,404,150,1,0,0,2260.6,2275.8
929,-259,150,0,0,0,2276.1,-2276.2
368,198,150,1,0,0,2273.3,2276.2
317,-495,150,1,0,0,2259.7,2276.5
73,152,150,1,0,0,2256.2,2276.5
273,402,150,1,0,0,2265.0,2276.6
597,-321,150,0,0,0,2277.5,-2277.5
223,-37,150,1,0,0,2266.2,2278.3
611,389,150,1,0,0,2264.6,2278.4
68,253,150,1,0,0,2250.4,2278.8
345,-446,150,1,0,0,2276.5,2279.4
328,140,150,1,0,0,2269.2,2279.6
5,-119,150,1,0,0,2248.5,2280.8
840,-339,150,1,0,0,2202.2,2281.1
971,-356,150,1,0,0,2277.5,2281.2
231,-445,150,1,0,0,2276.4,2281.3
937,400,150,1,0,0,2265.3,2281.3
869,247,150,1,0,0,2270.6,2281.5
191,-25,150,1,0,0,2275.9,2281.6
699,-151,150,1,0,0,2227.8,2281.7
253,-64,150,1,0,0,2267.8,2282.0
755,93,150,0,0,0,2282.0,-2282.1
517,420,150,1,0,0,2272.1,2282.4
809,-390,150,1,0,0,2266.2,2282.8
394,-431,150,1,0,0,2261.0,2283.0
973,231,150,1,0,0,2272.0,2283.2
142,-238,150,1,0,0,2273.3,2283.5
44,204,150,1,0,0,2278.4,2283.6
218,-437,150,1,0,0,2274.0,2283.8
186,-207,150,1,0,0,2236.4,2283.8
352,-436,150,1,0,0,2148.7,2283.8
407,-79,150,1,0,0,2277.2,2284.6
980,-164,150,0,0,0,2284.8,-2284.8
159,-346,150,1,0,0,2273.0,2285.2
384,-361,150,1,0,0,2232.9,2285.2
28,270,150,1,0,0,2252.9,2285.3
664,-388,150,0,0,0,2285.5,-2285.5
844,-128,150,0,0,0,2285.6,-2285.6
78,155,150,1,0,0,2262.1,2285.9
320,-56,150,1,0,0,2234.2,2285.9
314,-120,150,1,0,0,2284.7,2286.5
191,-204,150,1,0,0,2282.3,2286.6
226,-461,150,1,0,0,2247.8,2287.0
271,330,150,1,0,0,2264.9,2287.1
696,-128,150,1,0,0,2285.2,2287.2
493,418,150,1,0,0,2265.3,2287.3
392,-413,150,1,0,0,2269.4,2287.4
40,232,150,1,0,0,2228.6,2287.6
407,-238,150,1,0,0,2269.4,2288.1
995,189,150,1,0,0,2281.8,2288.7
882,-379,150,1,0,0,2191.8,2288.9
384,-167,150,1,0,0,2288.6,2290.4
645,364,150,1,0,0,2278.7,2290.4
912,334,150,1,0,0,2288.6,2290.6
554,378,150,1,0,0,2243.6,2290.9
234,351,150,1,0,0,2289.6,2291.0
49,-442,150,1,0,0,2285.9,2291.2
162,8,150,1,0,0,2263.7,2291.6
143,-297,150,1,0,0,2252.3,2291.8
799,329,150,0,0,0,2292.0,-2292.0
863,161,150,1,0,0,2272.7,2292.3
79,-292,150,1,0,0,2269.4,2292.7
591,329,150,0,0,0,2293.0,-2293.0
63,-296,150,1,0,0,2289.3,2293.3
85,-484,150,1,0,0,2226.1,2293.6
347,94,150,1,0,0,2283.8,2293.9
810,-42,150,0,0,0,2294.2,-2294.4
790,-362,150,1,0,0,2294.1,2294.8
358,-132,150,1,0,0,2278.4,2295.0
362,428,150,1,0,0,2294.0,2295.5
905,-135,150,0,0,0,2296.1,-2296.2
873,-257,150,0,0,0,2296.4,-2296.5
912,-289,150,0,0,0,2296.6,-2296.6
573,23,150,1,0,0,2297.1,2297.4
623,-327,150,0,0,0,2297.4,-2297.4
543,-33,150,1,0,0,2265.1,2297.7
471,74,150,1,0,0,2275.0,2298.0
293,-152,150,1,0,0,2273.2,2298.1
445,46,150,1,0,0,2268.9,2299.0
750,275,150,0,0,0,2299.2,-2299.2
639,252,150,0,0,0,2300.3,-2300.3
454,-415,150,0,0,0,2300.6,-2300.6
443,-254,150,0,0,0,2300.7,-2300.8
633,-444,150,1,0,0,2227.6,2301.0
487,223,150,1,0,0,2283.5,2301.2
849,-362,150,1,0,0,2192.9,2301.2
958,-56,150,0,0,0,2301.6,-2301.6
662,481,150,1,0,0,2293.5,2301.6
554,465,150,1,0,0,2295.0,2301.6
356,-280,150,1,0,0,2276.2,2301.8
216,30,150,1,0,0,2283.5,2302.2
411,188,150,1,0,0,2252.9,2302.2
853,115,150,1,0,0,2252.5,2302.4
159,-343,150,1,0,0,2297.5,2303.5
686,-104,150,1,0,0,2254.0,2304.0
826,-493,150,1,0,0,2253.3,2304.3
19,99,150,1,0,0,2210.9,2304.6
483,-103,150,1,0,0,2303.2,2304.8
607,220,150,0,0,0,2304.7,-2304.9
472,32,150,1,0,0,2279.5,2305.4
286,219,150,1,0,0,2294.5,2306.4
832,86,150,0,0,0,2306.5,-2306.5
267,159,150,1,0,0,2296.5,2306.7
788,341,150,1,0,0,2262.6,2307.1
644,120,150,0,0,0,2307.1,-2307.2
333,129,150,1,0,0,2285.6,2307.5
117,-310,150,1,0,0,2268.6,2308.0
147,-446,150,1,0,0,2299.5,2308.0
939,-103,150,0,0,0,2308.1,-2308.1
741,8,150,1,0,0,2304.8,2308.6
659,-238,150,0,0,0,2308.7,-2308.7
506,197,150,1,0,0,2256.2,2308.8
85,-318,150,1,0,0,2298.9,2308.8
757,370,150,1,0,0,2263.6,2308.9
813,339,150,0,0,0,2309.8,-2309.8
72,224,150,1,0,0,2306.6,2309.9
648,-475,150,1,0,0,2275.7,2310.4
547,249,150,1,0,0,2300.2,2310.5
888,300,150,1,0,0,2250.0,2310.6
269,397,150,1,0,0,2274.3,2310.8
421,421,150,1,0,0,2158.6,2310.9
879,-310,150,1,0,0,2257.7,2311.1
668,-410,150,0,0,0,2311.3,-2311.4
688,57,150,1,0,0,2294.2,2311.5
824,-330,150,1,0,0,2235.8,2311.9
619,291,150,0,0,0,2312.0,-2312.0
853,476,150,1,0,0,2306.8,2312.7
155,-420,150,1,0,0,2261.2,2313.5
580,16,150,1,0,0,2277.5,2313.5
24,-213,150,1,0,0,2291.2,2313.9
224,-333,150,1,0,0,2306.7,2314.4
193,428,150,1,0,0,2313.5,2314.8
540,205,150,1,0,0,2267.4,2315.2
823,452,150,1,0,0,2308.8,2315.5
47,-90,150,1,0,0,2298.3,2315.9
57,314,150,1,0,0,2297.9,2315.9
776,343,150,1,0,0,2303.6,2317.0
590,-285,150,0,0,0,2317.6,-2317.6
422,-205,150,0,0,0,2317.7,-2317.8
644,-195,150,0,0,0,2317.8,-2317.8
212,-187,150,1,0,0,2317.7,2318.1
977,-78,150,0,0,0,2318.2,-2318.2
420,-171,150,0,0,0,2318.3,-2318.3
704,436,150,1,0,0,2309.7,2318.4
132,86,150,1,0,0,2271.0,2319.3
475,-272,150,0,0,0,2320.3,-2320.3
159,173,150,1,0,0,2300.8,2320.7
293,245,150,1,0,0,2298.4,2321.4
463,-129,150,1,0,0,2266.8,2321.8
957,343,150,1,0,0,2286.8,2321.8
722,492,150,1,0,0,2304.4,2321.9
252,-485,150,1,0,0,2316.2,2322.2
216,-66,150,1,0,0,2283.6,2322.4
612,303,150,0,0,0,2322.7,-2322.8
957,-141,150,0,0,0,2322.9,-2323.0
231,390,150,1,0,0,2319.5,2323.1
800,157,150,0,0,0,2323.2,-2323.2
64,96,150,1,0,0,2283.1,2323.5
183,-3,150,1,0,0,2265.7,2324.0
854,275,150,1,0,0,2323.9,2324.3
988,-280,150,0,0,0,2325.2,-2325.2
751,-216,150,0,0,0,2325.2,-2325.3
270,64,150,1,0,0,2264.3,2325.3
171,-320,150,1,0,0,2315.9,2325.4
864,70,150,1,0,0,2318.4,2325.6
126,-316,150,1,0,0,2305.3,2325.9
917,-115,150,0,0,0,2327.6,-2327.6
196,273,150,1,0,0,2292.7,2328.0
591,125,150,0,0,0,2328.2,-2328.2
388,108,150,1,0,0,2271.7,2328.4
336,144,150,1,0,0,2287.7,2328.4
661,208,150,0,0,0,2328.6,-2328.6
857,-226,150,0,0,0,2328.7,-2328.7
676,202,150,1,0,0,2282.4,2328.8
700,451,150,1,0,0,2326.5,2329.1
45,465,150,1,0,0,2281.3,2329.2
432,256,150,1,0,0,2291.2,2329.5
817,-140,150,0,0,0,2329.6,-2329.6
818,309,150,0,0,0,2329.6,-2329.7
681,484,150,1,0,0,2322.8,2330.1
839,474,150,1,0,0,2328.2,2330.2
936,-251,150,0,0,0,2330.2,-2330.2
463,-233,150,0,0,0,2331.1,-2331.2
392,-231,150,1,0,0,2324.0,2331.4
399,-75,150,1,0,0,2300.1,2332.2
867,-214,150,0,0,0,2332.3,-2332.3
548,396,150,1,0,0,2326.6,2332.8
224,86,150,1,0,0,2328.6,2332.9
195,253,150,1,0,0,2330.6,2333.0
123,81,150,1,0,0,2323.8,2333.0
273,-264,150,1,0,0,2310.9,2333.4
439,323,150,1,0,0,2315.9,2333.7
620,167,150,0,0,0,2333.9,-2334.0
164,103,150,1,0,0,2287.2,2334.7
803,-259,150,0,0,0,2334.8,-2334.9
151,194,150,1,0,0,2307.4,2335.0
931,-150,150,0,0,0,2335.1,-2335.1
185,453,150,1,0,0,2332.0,2335.8
69,-413,150,1,0,0,2302.3,2336.4
985,167,150,1,0,0,2323.0,2336.7
939,329,150,1,0,0,2304.7,2336.9
145,13,150,1,0,0,2329.8,2337.4
764,364,150,1,0,0,2330.6,2337.4
457,399,150,1,0,0,2246.9,2338.7
612,52,150,1,0,0,2330.0,2339.2
142,-206,150,1,0,0,2208.9,2339.2
922,-395,150,1,0,0,2324.2,2339.3
578,-475,150,1,0,0,2316.8,2339.5
625,75,150,0,0,0,2340.3,-2340.3
640,-86,150,1,0,0,2335.2,2340.6
981,-499,150,1,0,0,2323.5,2340.8
222,-210,150,1,0,0,2324.4,2341.1
463,-422,150,0,0,0,2341.1,-2341.1
660,73,150,0,0,0,2344.1,-2344.1
105,174,150,1,0,0,2340.9,2344.4
380,220,150,1,0,0,2325.9,2344.7
576,-426,150,0,0,0,2345.7,-2345.7
157,-268,150,1,0,0,2336.0,2345.8
377,224,150,1,0,0,2341.7,2345.9
930,-410,150,1,0,0,2303.5,2346.6
542,-243,150,0,0,0,2346.8,-2346.9
722,-252,150,0,0,0,2346.9,-2347.0
93,365,150,1,0,0,2334.8,2347.4
844,-362,150,1,0,0,2310.3,2347.4
776,53,150,1,0,0,2295.4,2347.5
272,-38,150,1,0,0,2335.2,2347.7
507,158,150,1,0,0,2309.3,2348.4
30,-477,150,1,0,0,2276.0,2348.5
279,177,150,1,0,0,2243.5,2348.7
716,199,150,0,0,0,2348.8,-2348.8
702,-140,150,1,0,0,2338.1,2349.3
621,-11,150,1,0,0,2344.9,2349.3
928,459,150,1,0,0,2348.7,2349.3
544,-371,150,0,0,0,2350.1,-2350.1
757,-323,150,1,0,0,2286.1,2350.2
286,-33,150,1,0,0,2306.2,2351.3
348,-310,150,1,0,0,2342.7,2352.0
33,-236,150,1,0,0,2312.6,2352.3
584,-275,150,0,0,0,2352.3,-2352.4
577,-499,150,1,0,0,2350.8,2352.8
751,257,150,0,0,0,2352.8,-2352.9
164,453,150,1,0,0,2352.6,2353.5
464,126,150,1,0,0,2351.2,2353.6
947,-170,150,0,0,0,2353.7,-2353.7
354,-152,150,1,0,0,2344.6,2354.0
679,-20,150,1,0,0,2341.3,2354.9
132,432,150,1,0,0,2350.9,2355.1
958,113,150,1,0,0,2354.5,2355.5
493,78,150,1,0,0,2324.2,2355.7
724,-21,150,0,0,0,2356.4,-2356.4
807,221,150,0,0,0,2356.4,-2356.4
452,-287,150,0,0,0,2356.3,-2356.5
779,166,150,0,0,0,2356.6,-2356.7
271,-110,150,1,0,0,2328.2,2357.4
455,-351,150,0,0,0,2358.2,-2358.3
910,-165,150,0,0,0,2358.3,-2358.4
313,392,150,1,0,0,2352.0,2358.4
450,98,150,1,0,0,2334.8,2358.4
733,-232,150,0,0,0,2358.4,-2358.5
866,474,150,1,0,0,2338.1,2358.7
232,-42,150,1,0,0,2347.3,2358.8
368,-9,150,1,0,0,2348.2,2358.9
524,-265,150,0,0,0,2359.4,-2359.5
508,337,150,1,0,0,2321.5,2359.5
235,-113,150,1,0,0,2289.2,2359.8
24,-364,150,1,0,0,2309.6,2359.8
435,181,150,1,0,0,2336.7,2360.2
842,-220,150,0,0,0,2360.6,-2360.6
296,265,150,1,0,0,2337.7,2360.8
917,-174,150,0,0,0,2361.0,-2361.1
696,342,150,1,0,0,2319.7,2361.5
344,-491,150,1,0,0,2339.9,2361.6
511,182,150,1,0,0,2340.7,2361.9
707,-212,150,1,0,0,2301.2,2362.1
961,298,150,1,0,0,2354.8,2362.4
150,399,150,1,0,0,2361.8,2362.7
627,-242,150,0,0,0,2363.3,-2363.4
5,475,150,1,0,0,2329.1,2363.4
89,-21,150,1,0,0,2346.0,2363.4
274,136,150,1,0,0,2356.0,2363.5
212,-132,150,1,0,0,2334.1,2363.7
592,204,150,0,0,0,2364.0,-2364.0
365,109,150,1,0,0,2309.4,2364.1
271,118,150,1,0,0,2303.2,2364.5
289,-362,150,1,0,0,2343.5,2364.9
129,-380,150,1,0,0,2339.3,2365.4
376,-450,150,1,0,0,2226.5,2365.8
210,276,150,1,0,0,2304.4,2366.0
538,-304,150,0,0,0,2366.1,-2366.1
247,375,150,1,0,0,2233.7,2366.2
675,20,150,1,0,0,2340.6,2366.3
581,-380,150,0,0,0,2368.1,-2368.1
129,-242,150,1,0,0,2349.5,2368.1
498,-429,150,0,0,0,2368.4,-2368.5
890,-127,150,0,0,0,2369.2,-2369.2
692,342,150,1,0,0,2351.1,2370.3
352,488,150,1,0,0,2343.9,2370.7
79,-368,150,1,0,0,2370.5,2371.2
452,320,150,1,0,0,2258.9,2371.7
248,209,150,1,0,0,2368.2,2371.8
129,-380,150,1,0,0,2331.9,2371.8
627,8,150,1,0,0,2345.6,2372.1
723,295,150,0,0,0,2372.8,-2372.8
866,-34,150,0,0,0,2373.0,-2373.0
401,-273,150,1,0,0,2312.7,2373.0
746,-366,150,1,0,0,2319.0,2373.4
596,365,150,1,0,0,2352.8,2373.6
315,-207,150,1,0,0,2303.9,2373.9
81,-109,150,1,0,0,2288.9,2374.0
966,469,150,1,0,0,2261.1,2374.1
506,-110,150,1,0,0,2285.9,2374.4
464,-238,150,0,0,0,2374.7,-2374.7
423,-185,150,0,0,0,2375.0,-2375.1
946,465,150,1,0,0,2364.9,2375.2
143,402,150,1,0,0,2373.1,2375.3
351,-54,150,1,0,0,2370.2,2375.4
528,-466,150,1,0,0,2359.1,2375.4
865,-421,150,1,0,0,2375.2,2375.6
267,116,150,1,0,0,2364.4,2375.7
346,77,150,1,0,0,2314.5,2375.8
670,147,150,0,0,0,2375.9,-2375.9
772,-324,150,1,0,0,2375.9,2376.0
199,-14,150,1,0,0,2315.3,2377.0
598,473,150,1,0,0,2374.5,2377.2
892,-52,150,0,0,0,2377.3,-2377.3
953,-162,150,0,0,0,2377.4,-2377.4
372,69,150,1,0,0,2363.2,2377.8
916,78,150,1,0,0,2328.5,2378.0
436,160,150,1,0,0,2370.4,2379.0
722,136,150,0,0,0,2379.2,-2379.3
675,420,150,1,0,0,2326.2,2379.6
826,366,150,1,0,0,2368.8,2379.7
976,-252,150,0,0,0,2379.7,-2379.7
201,40,150,1,0,0,2369.4,2379.7
231,-92,150,1,0,0,2354.2,2381.1
307,45,150,1,0,0,2374.5,2381.4
850,-1,150,1,0,0,2364.9,2382.1
100,-498,150,1,0,0,2356.9,2382.1
935,-353,150,1,0,0,2371.5,2382.3
89,173,150,1,0,0,2372.1,2382.5
733,102,150,0,0,0,2382.6,-2382.6
927,-47,150,0,0,0,2382.7,-2382.8
997,-131,150,1,0,0,2336.1,2383.0
503,387,150,1,0,0,2381.3,2383.2
982,-205,150,0,0,0,2384.1,-2384.1
401,-255,150,1,0,0,2380.6,2384.4
16,344,150,1,0,0,2370.6,2384.4
182,-109,150,1,0,0,2324.7,2384.4
613,-2,150,1,0,0,2372.8,2384.7
378,-107,150,1,0,0,2377.5,2385.0
808,79,150,0,0,0,2385.8,-2385.9
345,-94,150,1,0,0,2354.6,2386.1
533,433,150,1,0,0,2385.9,2386.1
170,14,150,1,0,0,2358.8,2386.3
275,183,150,1,0,0,2376.7,2386.4
577,490,150,1,0,0,2365.0,2386.5
752,-263,150,0,0,0,2387.0,-2387.1
430,464,150,1,0,0,2375.4,2387.4
413,45,150,1,0,0,2386.7,2387.4
726,430,150,1,0,0,2314.5,2387.5
681,-158,150,1,0,0,2368.0,2387.6
542,400,150,1,0,0,2384.3,2387.8
376,7,150,1,0,0,2379.5,2388.4
914,70,150,1,0,0,2374.4,2388.8
81,-17,150,1,0,0,2359.1,2389.0
848,321,150,1,0,0,2387.0,2389.0
4,404,150,1,0,0,2369.6,2389.1
86,70,150,1,0,0,2364.1,2389.4
164,496,150,1,0,0,2373.0,2389.8
879,329,150,1,0,0,2380.6,2389.9
98,95,150,1,0,0,2378.6,2390.5
79,281,150,1,0,0,2378.8,2390.7
680,-36,150,1,0,0,2373.2,2391.1
631,-243,150,0,0,0,2391.0,-2391.1
594,-37,150,1,0,0,2360.3,2391.4
818,54,150,1,0,0,2351.1,2391.9
10,-48,150,1,0,0,2379.2,2392.0
610,42,150,1,0,0,2371.1,2392.1
25,460,150,1,0,0,2375.9,2392.1
757,-373,150,1,0,0,2360.0,2392.4
697,330,150,0,0,0,2393.3,-2393.4
123,222,150,1,0,0,2356.4,2393.5
349,487,150,1,0,0,2371.2,2393.6
591,11,150,1,0,0,2385.5,2393.7
996,333,150,1,0,0,2371.3,2393.8
138,126,150,1,0,0,2357.2,2394.2
558,15,150,1,0,0,2337.0,2394.6
627,-159,150,1,0,0,2378.8,2394.7
139,-50,150,1,0,0,2360.2,2396.0
761,-456,150,1,0,0,2322.3,2396.0
372,447,150,1,0,0,2371.9,2396.1
201,-47,150,1,0,0,2296.8,2396.1
879,283,150,1,0,0,2382.7,2396.2
9,48,150,1,0,0,2385.3,2396.4
157,-136,150,1,0,0,2378.6,2396.5
917,417,150,1,0,0,2302.1,2396.6
937,-300,150,1,0,0,2394.9,2396.8
797,-437,150,1,0,0,2395.0,2396.9
710,-447,150,1,0,0,2379.9,2397.5
829,439,150,1,0,0,2336.4,2397.6
587,208,150,0,0,0,2398.0,-2398.0
561,-97,150,1,0,0,2304.8,2398.1
314,185,150,1,0,0,2323.3,2398.2
837,66,150,0,0,0,2398.3,-2398.3
373,144,150,1,0,0,2386.5,2398.7
837,-255,150,0,0,0,2398.7,-2398.8
896,-43,150,0,0,0,2398.8,-2398.8
856,-478,150,1,0,0,2349.9,2399.0
728,-211,150,0,0,0,2398.9,-2399.0
714,65,150,0,0,0,2399.1,-2399.2
249,-246,150,1,0,0,2393.8,2399.4
143,240,150,1,0,0,2379.8,2399.6
484,54,150,1,0,0,2368.1,2399.8
180,-149,150,1,0,0,2395.1,2399.8
791,137,150,0,0,0,2400.1,-2400.2
505,-210,150,0,0,0,2400.5,-2400.5
149,320,150,1,0,0,2351.2,2400.5
285,191,150,1,0,0,2396.6,2400.5
795,15,150,1,0,0,2287.9,2400.6
785,-130,150,0,0,0,2400.7,-2400.7
153,-6,150,1,0,0,2393.3,2400.8
734,423,150,1,0,0,2366.6,2400.8
449,-430,150,0,0,0,2400.7,-2400.8
592,434,150,1,0,0,2380.5,2400.9
514,475,150,1,0,0,2388.8,2401.7
105,47,150,1,0,0,2347.4,2402.2
769,82,150,0,0,0,2402.2,-2402.2
629,288,150,0,0,0,2402.1,-2402.2
531,190,150,1,0,0,2368.5,2402.9
170,20,150,1,0,0,2378.3,2403.1
936,272,150,1,0,0,2368.2,2403.1
55,308,150,1,0,0,2366.1,2403.2
435,-459,150,1,0,0,2378.7,2403.2
697,-122,150,1,0,0,2366.0,2403.4
613,339,150,0,0,0,2403.7,-2403.7
373,-411,150,1,0,0,2393.9,2405.0
711,388,150,1,0,0,2379.2,2405.1
753,-156,150,0,0,0,2405.3,-2405.4
180,35,150,1,0,0,2362.9,2405.5
645,94,150,0,0,0,2405.7,-2405.8
871,202,150,1,0,0,2363.3,2406.2
224,-353,150,1,0,0,2352.6,2406.3
70,325,150,1,0,0,2382.5,2406.5
196,-179,150,1,0,0,2374.1,2407.1
669,86,150,0,0,0,2407.6,-2407.6
473,186,150,1,0,0,2370.8,2408.0
355,272,150,1,0,0,2378.2,2408.2
734,4,150,1,0,0,2406.9,2408.8
182,-311,150,1,0,0,2377.0,2409.3
183,-343,150,1,0,0,2392.1,2409.4
74,467,150,1,0,0,2395.0,2409.8
844,-240,150,0,0,0,2409.9,-2410.1
238,-139,150,1,0,0,2391.0,2410.2
235,235,150,1,0,0,2400.9,2410.6
638,-63,150,1,0,0,2407.2,2410.8
240,-421,150,1,0,0,2381.1,2410.9
379,-103,150,1,0,0,2409.2,2411.0
974,-280,150,0,0,0,2411.1,-2411.3
684,249,150,0,0,0,2411.4,-2411.4
903,320,150,1,0,0,2381.5,2412.3
286,-267,150,1,0,0,2407.8,2412.3
599,142,150,0,0,0,2412.5,-2412.5
247,337,150,1,0,0,2410.4,2413.1
787,81,150,0,0,0,2414.1,-2414.1
973,386,150,1,0,0,2386.9,2414.1
965,-216,150,0,0,0,2414.5,-2414.5
162,182,150,1,0,0,2411.5,2415.2
334,-177,150,1,0,0,2364.2,2415.4
61,-439,150,1,0,0,2388.1,2415.4
433,226,150,1,0,0,2402.2,2415.6
668,143,150,0,0,0,2415.5,-2415.7
291,-389,150,1,0,0,2401.8,2416.0
868,346,150,1,0,0,2408.1,2416.0
938,222,150,1,0,0,2414.3,2416.1
517,-227,150,0,0,0,2416.1,-2416.2
86,89,150,1,0,0,2397.6,2416.3
237,110,150,1,0,0,2395.7,2416.5
278,-146,150,1,0,0,2343.6,2417.5
841,-20,150,0,0,0,2417.8,-2417.8
85,321,150,1,0,0,2416.9,2418.1
905,488,150,1,0,0,2404.2,2418.2
559,-37,150,1,0,0,2276.7,2418.4
808,285,150,0,0,0,2418.4,-2418.4
405,-470,150,1,0,0,2354.3,2418.6
842,-256,150,0,0,0,2419.1,-2419.1
898,-462,150,1,0,0,2413.6,2419.4
103,114,150,1,0,0,2418.2,2419.9
353,273,150,1,0,0,2406.5,2420.2
481,-9,150,1,0,0,2404.7,2420.7
939,-263,150,0,0,0,2420.7,-2420.8
191,-420,150,1,0,0,2399.6,2420.9
179,360,150,1,0,0,2392.6,2421.2
474,431,150,1,0,0,2389.5,2421.3
447,-18,150,1,0,0,2410.3,2421.3
789,57,150,1,0,0,2379.9,2422.0
967,-12,150,0,0,0,2422.7,-2422.7
979,-469,150,1,0,0,2395.8,2422.8
661,238,150,0,0,0,2423.3,-2423.3
555,-13,150,1,0,0,2403.4,2423.9
992,285,150,1,0,0,2401.4,2423.9
160,325,150,1,0,0,2423.4,2424.0
513,93,150,1,0,0,2416.6,2424.1
158,-42,150,1,0,0,2417.9,2424.4
191,479,150,1,0,0,2419.2,2424.5
579,-453,150,1,0,0,2388.8,2424.5
183,-443,150,1,0,0,2395.1,2425.3
459,-245,150,0,0,0,2425.3,-2425.3
696,-143,150,1,0,0,2405.9,2425.4
750,-111,150,0,0,0,2425.4,-2425.5
120,483,150,1,0,0,2392.7,2425.5
623,-444,150,1,0,0,2366.8,2425.7
52,-239,150,1,0,0,2405.3,2426.0
873,-178,150,0,0,0,2426.1,-2426.1
646,2,150,1,0,0,2406.6,2426.4
568,99,150,0,0,0,2426.5,-2426.5
407,15,150,1,0,0,2413.1,2426.6
239,-468,150,1,0,0,2414.2,2426.7
838,-41,150,0,0,0,2426.8,-2426.8
961,-43,150,0,0,0,2427.2,-2427.3
322,-253,150,1,0,0,2407.9,2428.0
692,-460,150,1,0,0,2357.1,2428.0
83,174,150,1,0,0,2359.9,2428.3
754,463,150,1,0,0,2420.8,2429.0
294,-64,150,1,0,0,2422.1,2429.2
217,429,150,1,0,0,2410.4,2429.6
689,-129,150,1,0,0,2404.4,2430.2
254,13,150,1,0,0,2427.1,2430.2
920,-379,150,1,0,0,2422.6,2430.4
858,-65,150,0,0,0,2430.5,-2430.7
537,43,150,1,0,0,2417.3,2430.8
439,75,150,0,0,0,2431.1,2431.1
105,-322,150,1,0,0,2385.3,2431.1
708,-355,150,1,0,0,2363.4,2431.2
657,-320,150,0,0,0,2431.3,-2431.4
926,320,150,1,0,0,2405.4,2431.6
327,457,150,1,0,0,2397.7,2431.9
242,143,150,1,0,0,2430.8,2431.9
751,-366,150,1,0,0,2428.1,2432.7
656,-136,150,1,0,0,2410.1,2432.8
870,353,150,1,0,0,2424.6,2432.9
920,193,150,1,0,0,2393.4,2433.0
278,118,150,1,0,0,2370.0,2433.5
119,482,150,1,0,0,2428.3,2433.5
537,401,150,1,0,0,2426.8,2434.0
930,372,150,1,0,0,2405.2,2434.6
354,-235,150,1,0,0,2399.0,2434.6
368,-53,150,1,0,0,2423.6,2434.8
529,-36,150,1,0,0,2416.5,2435.2
135,-474,150,1,0,0,2413.6,2436.0
92,-204,150,1,0,0,2407.0,2436.2
982,109,150,1,0,0,2411.5,2437.2
104,-469,150,1,0,0,2388.8,2437.3
606,-34,150,1,0,0,2425.1,2437.4
796,-346,150,1,0,0,2404.5,2437.9
943,-487,150,1,0,0,2433.1,2438.1
943,-386,150,1,0,0,2397.5,2439.5
822,222,150,0,0,0,2439.4,-2439.5
315,-208,150,1,0,0,2305.4,2439.6
351,62,150,1,0,0,2380.4,2439.7
262,-377,150,1,0,0,2418.1,2439.8
702,22,150,1,0,0,2386.6,2439.9
293,79,150,1,0,0,2416.7,2440.1
643,-345,150,0,0,0,2440.5,-2440.6
744,147,150,0,0,0,2440.7,-2440.7
111,-422,150,1,0,0,2387.3,2440.8
537,333,150,1,0,0,2436.4,2441.0
285,-100,150,1,0,0,2386.7,2441.1
764,446,150,1,0,0,2386.1,2441.3
455,-324,150,0,0,0,2441.3,-2441.4
398,-308,150,1,0,0,2432.4,2442.0
116,-332,150,1,0,0,2333.2,2442.1
758,111,150,0,0,0,2442.1,-2442.1
729,146,150,0,0,0,2443.1,-2443.2
183,54,150,1,0,0,2367.5,2443.5
879,-326,150,1,0,0,2430.1,2443.6
512,82,150,1,0,0,2437.3,2443.6
283,338,150,1,0,0,2443.0,2443.7
879,331,150,1,0,0,2374.5,2443.8
544,-82,150,1,0,0,2440.9,2443.8
630,271,150,0,0,0,2444.0,-2444.0
961,439,150,1,0,0,2381.2,2444.5
978,387,150,1,0,0,2443.0,2444.7
798,428,150,1,0,0,2410.3,2444.8
448,-164,150,0,0,0,2445.8,-2445.8
129,308,150,1,0,0,2399.3,2445.9
61,-126,150,1,0,0,2399.9,2446.1
421,336,150,1,0,0,2446.5,2446.6
802,201,150,0,0,0,2447.8,-2447.9
272,336,150,1,0,0,2390.1,2448.7
122,-311,150,1,0,0,2448.9,2449.0
32,-225,150,1,0,0,2351.2,2449.1
578,-99,150,1,0,0,2418.5,2449.3
987,362,150,1,0,0,2433.3,2449.5
534,-266,150,0,0,0,2449.5,-2449.5
53,371,150,1,0,0,2399.6,2450.1
766,171,150,0,0,0,2450.4,-2450.4
785,-24,150,0,0,0,2450.4,-2450.5
297,499,150,1,0,0,2450.9,2451.3
223,-35,150,1,0,0,2424.8,2451.3
905,372,150,1,0,0,2432.4,2451.4
251,-477,150,1,0,0,2450.9,2451.5
118,-76,150,1,0,0,2394.5,2451.5
