t,self_cells,foreign_antigens,B_cells,antibodies,Thelpers,danger_signals_and_ILs,bone_marrow_cells
0,0,0,0,0,0,0,0
2,464,0,0,0,0,0,0
4,487,0,0,0,0,0,0
6,503,0,0,0,0,0,0
8,526,0,0,0,0,0,0
10,548,0,0,0,0,0,0
12,571,0,0,0,0,0,0
14,603,0,0,0,0,0,0
16,632,0,0,0,0,0,0
18,656,0,0,0,0,0,0
20,690,0,0,0,0,0,0
22,728,0,0,0,0,0,0
24,761,0,0,0,0,0,0
26,802,0,0,0,0,0,0
28,856,0,0,0,0,0,0
30,896,0,0,0,0,0,0
32,942,0,0,0,0,0,0
34,992,0,0,0,0,0,0
36,1044,0,0,0,0,0,0
38,1096,0,0,0,0,0,0
40,1127,0,0,0,0,0,0
42,1191,0,0,0,0,0,0
44,1273,0,0,0,0,0,0
46,1334,0,0,0,0,0,0
48,1408,0,0,0,0,0,0
50,1478,0,0,0,0,0,0
52,1545,0,0,0,0,0,0
54,1616,0,0,0,0,0,0
56,1692,0,0,0,0,0,0
58,1787,0,0,0,0,0,0
60,1856,0,0,0,0,0,0
62,1931,0,0,0,0,0,0
64,2036,0,0,0,0,0,0
66,2125,0,0,0,0,0,0
68,2206,0,0,0,0,0,0
70,2310,0,0,0,0,0,0
72,2404,0,0,0,0,0,0
74,2508,0,0,0,0,0,0
76,2605,0,0,0,0,0,0
78,2728,0,0,0,0,0,0
80,2846,0,0,0,0,0,0
82,2957,0,0,0,0,0,0
84,3062,0,0,0,0,0,0
86,3178,0,0,0,0,0,0
88,3295,0,0,0,0,0,0
90,3407,0,0,0,0,0,0
92,3522,0,0,0,0,0,0
94,3642,0,0,0,0,0,0
96,3763,0,0,0,0,0,0
98,3897,0,0,0,0,0,0
100,4004,0,0,0,0,0,0
102,4104,0,0,0,0,0,5
104,4206,0,0,0,0,0,5
106,4308,0,1,0,0,0,5
108,4414,0,1,0,1,0,5
110,4517,0,1,0,1,0,5
112,4626,0,1,0,1,0,5
114,4713,0,1,0,2,0,5
116,4804,0,1,0,2,0,5
118,4884,0,1,0,1,0,5
120,4985,0,1,0,1,0,5
122,5066,0,1,0,1,0,5
124,5149,0,2,0,1,0,5
126,5223,0,2,0,1,0,5
128,5305,0,3,0,1,0,5
130,5375,0,3,0,1,0,5
132,5444,0,4,0,1,0,5
134,5526,0,4,0,1,0,5
136,5605,0,3,0,2,0,5
138,5674,0,3,0,2,0,5
140,5736,0,2,0,1,0,5
142,5807,0,2,0,1,0,5
144,5872,0,2,0,1,0,5
146,5937,0,2,0,1,0,5
148,6003,0,2,0,1,0,5
150,6054,0,3,0,2,0,5
152,6116,0,3,0,3,0,5
154,6165,0,3,0,4,0,5
156,6227,0,3,0,4,0,5
158,6276,0,3,0,4,0,5
160,6343,0,3,0,2,0,5
162,6385,0,3,0,3,0,5
164,6436,0,5,0,2,0,5
166,6484,0,5,0,4,0,5
168,6520,0,6,0,4,0,5
170,6560,0,7,0,4,0,5
172,6606,0,6,0,5,0,5
174,6648,0,6,0,5,0,5
176,6691,0,5,0,5,0,5
178,6740,0,4,0,7,0,5
180,6786,0,5,0,5,0,5
182,6823,0,5,0,6,0,5
184,6874,0,5,0,7,0,5
186,6915,0,5,0,6,0,5
188,6960,0,5,0,6,0,5
190,6988,0,5,0,6,0,5
192,7024,0,4,0,5,0,5
194,7068,0,4,0,5,0,5
196,7100,0,3,0,5,0,5
198,7133,0,3,0,5,0,5
200,7169,0,2,0,6,0,5
202,7205,0,1,0,6,0,5
204,7232,0,1,0,5,0,5
206,7267,0,1,0,4,0,5
208,7300,0,1,0,4,0,5
210,7333,0,1,0,2,0,5
212,7356,0,1,0,2,0,5
214,7385,0,1,0,4,0,5
216,7414,0,1,0,4,0,5
218,7434,0,2,0,5,0,5
220,7471,0,2,0,5,0,5
222,7508,0,2,0,4,0,5
224,7532,0,2,0,4,0,5
226,7560,0,4,0,4,0,5
228,7598,0,3,0,4,0,5
230,7628,0,3,0,4,0,5
232,7663,0,4,0,4,0,5
234,7697,0,4,0,4,0,5
236,7719,0,6,0,4,0,5
238,7748,0,6,0,4,0,5
240,7787,0,6,0,5,0,5
242,7824,0,7,0,5,0,5
244,7848,0,6,0,5,0,5
246,7879,0,7,0,5,0,5
248,7903,0,7,0,4,0,5
250,7928,0,6,0,5,0,5
252,7960,0,5,0,6,0,5
254,7992,0,5,0,6,0,5
256,8013,0,6,0,7,0,5
258,8038,0,6,0,7,0,5
260,8067,0,6,0,7,0,5
262,8094,0,5,0,7,0,5
264,8117,0,5,0,6,0,5
266,8149,0,5,0,5,0,5
268,8166,0,5,0,6,0,5
270,8201,0,4,0,6,0,5
272,8227,0,4,0,5,0,5
274,8254,0,4,0,6,0,5
276,8277,0,5,0,6,0,5
278,8306,0,5,0,5,0,5
280,8333,0,4,0,5,0,5
282,8353,0,3,0,6,0,5
284,8375,0,2,0,6,0,5
286,8395,0,1,0,6,0,5
288,8422,0,1,0,5,0,5
290,8450,0,1,0,5,0,5
292,8477,0,2,0,3,0,5
294,8493,0,2,0,2,0,5
296,8521,0,3,0,2,0,5
298,8554,0,3,0,3,0,5
300,8576,0,2,0,3,0,5
302,8597,0,2,0,3,0,5
304,8620,0,2,0,2,0,5
306,8637,0,2,0,1,0,5
308,8661,0,2,0,2,0,5
310,8681,0,2,0,2,0,5
312,8696,0,2,0,4,0,5
314,8719,0,5,0,4,0,5
316,8743,0,5,0,6,0,5
318,8769,0,5,0,4,0,5
320,8787,0,4,0,4,0,5
322,8808,0,3,0,4,0,5
324,8823,0,4,0,3,0,5
326,8838,0,4,0,5,0,5
328,8857,0,5,0,5,0,5
330,8879,0,4,0,5,0,5
332,8904,0,4,0,5,0,5
334,8934,0,4,0,5,0,5
336,8945,0,4,0,5,0,5
338,8962,0,4,0,5,0,5
340,8982,0,4,0,5,0,5
342,9001,0,4,0,5,0,5
344,9023,0,5,0,5,0,5
346,9050,0,5,0,4,0,5
348,9068,0,5,0,4,0,5
350,9089,0,5,0,6,0,5
352,9111,0,3,0,5,0,5
354,9128,0,3,0,4,0,5
356,9144,0,3,0,4,0,5
358,9165,0,3,0,4,0,5
360,9183,0,3,0,4,0,5
362,9202,0,3,0,3,0,5
364,9219,0,3,0,3,0,5
366,9232,0,3,0,3,0,5
368,9253,0,3,0,2,0,5
370,9271,0,3,0,5,0,5
372,9288,0,3,0,4,0,5
374,9301,0,4,0,4,0,5
376,9318,0,4,0,5,0,5
378,9337,0,4,0,4,0,5
380,9356,0,5,0,5,0,5
382,9372,0,5,0,5,0,5
384,9385,0,4,0,6,0,5
386,9404,0,5,0,6,0,5
388,9418,0,5,0,6,0,5
390,9439,0,5,0,6,0,5
392,9459,0,5,0,6,0,5
394,9475,0,5,0,6,0,5
396,9489,0,5,0,5,0,5
398,9512,0,6,0,4,0,5
400,9530,0,6,0,5,0,5
402,9548,0,7,0,5,0,5
404,9571,0,7,0,5,0,5
406,9590,0,7,0,4,0,5
408,9607,0,7,0,3,0,5
410,9625,0,8,0,3,0,5
412,9648,0,7,0,4,0,5
414,9666,0,7,0,4,0,5
416,9684,0,6,0,4,0,5
418,9702,0,6,0,4,0,5
420,9723,0,6,0,4,0,5
422,9729,0,7,0,5,0,5
424,9748,0,7,0,4,0,5
426,9762,0,7,0,4,0,5
428,9774,0,7,0,4,0,5
430,9789,0,7,0,4,0,5
432,9800,0,8,0,5,0,5
434,9812,0,8,0,5,0,5
436,9823,0,7,0,5,0,5
438,9835,0,5,0,4,0,5
440,9853,0,5,0,4,0,5
442,9879,0,5,0,4,0,5
444,9891,0,5,0,4,0,5
446,9901,0,5,0,4,0,5
448,9917,0,5,0,4,0,5
450,9936,0,5,0,2,0,5
452,9954,0,5,0,2,0,5
454,9969,0,4,0,2,0,5
456,9986,0,4,0,2,0,5
458,10004,0,4,0,2,0,5
460,10015,0,4,0,2,0,5
462,10030,0,4,0,3,0,5
464,10045,0,5,0,3,0,5
466,10064,0,5,0,4,0,5
468,10074,0,5,0,3,0,5
470,10089,0,4,0,4,0,5
472,10105,0,4,0,3,0,5
474,10117,0,4,0,3,3,5
476,10131,0,4,0,3,4,5
478,10142,0,4,0,4,0,5
480,10155,0,4,0,4,4,5
482,10171,0,4,0,4,4,5
484,10183,0,4,0,4,4,5
486,10200,0,4,0,4,3,5
488,10215,0,5,0,4,6,5
490,10232,0,5,0,5,2,5
492,10246,0,3,0,5,5,5
494,10260,0,3,0,5,0,5
496,10282,0,3,0,6,0,5
498,10296,0,2,0,4,0,5
500,10307,0,2,0,4,0,5
502,10317,0,2,0,4,0,5
504,10326,0,2,0,4,0,5
506,10337,0,2,0,4,0,5
508,10346,0,2,0,4,0,5
510,10358,0,2,0,2,0,5
512,10373,0,2,0,2,0,5
514,10386,0,2,0,2,0,5
516,10399,0,2,0,2,0,5
518,10409,0,2,0,4,0,5
520,10421,0,2,0,5,0,5
522,10437,0,2,0,5,0,5
524,10448,0,2,0,8,0,5
526,10455,0,1,0,7,0,5
528,10462,0,1,0,6,0,5
530,10477,0,1,0,6,0,5
532,10486,0,1,0,5,0,5
534,10501,0,1,0,5,0,5
536,10520,0,1,0,3,0,5
538,10533,0,1,0,3,0,5
540,10552,0,1,0,3,0,5
542,10559,0,1,0,4,0,5
544,10577,0,1,0,3,0,5
546,10589,0,1,0,3,0,5
548,10603,0,1,0,3,0,5
550,10613,0,1,0,3,0,5
552,10621,0,1,0,3,0,5
554,10637,0,1,0,3,0,5
556,10649,0,0,0,3,0,5
558,10661,0,0,0,3,0,5
560,10671,0,0,0,3,0,5
562,10683,0,0,0,3,0,5
564,10696,0,1,0,3,0,5
566,10710,0,1,0,4,0,5
568,10725,0,1,0,4,0,5
570,10735,0,1,0,4,0,5
572,10748,0,3,0,6,0,5
574,10763,0,4,0,5,0,5
576,10775,0,4,0,5,0,5
578,10795,0,4,0,3,0,5
580,10809,0,4,0,3,0,5
582,10819,0,4,0,4,0,5
584,10825,0,4,0,5,0,5
586,10838,0,4,0,4,0,6
588,10850,0,5,0,3,0,6
590,10864,0,6,0,3,0,6
592,10873,0,6,0,3,0,6
594,10885,0,5,0,1,0,6
596,10892,0,5,0,3,0,6
598,10900,0,3,0,3,0,6
600,10917,0,3,0,3,0,6
602,10926,0,2,0,2,0,6
604,10939,0,2,0,2,0,6
606,10951,0,4,0,3,0,6
608,10967,0,6,0,4,0,6
610,10978,0,7,0,3,0,6
612,10984,0,5,0,3,0,6
614,10994,0,5,0,4,0,6
616,11005,0,5,0,4,0,6
618,11017,0,5,0,4,0,6
620,11031,0,6,0,4,0,6
622,11046,0,6,0,3,0,7
624,11065,0,7,0,3,0,7
626,11080,0,9,0,3,0,7
628,11088,0,9,0,3,0,7
630,11095,0,8,0,4,0,7
632,11107,0,8,0,3,0,7
634,11117,0,8,0,3,0,7
636,11131,0,8,0,1,0,7
638,11141,0,8,0,2,0,7
640,11154,0,9,0,2,0,7
642,11165,0,11,0,3,0,7
644,11173,0,12,0,3,0,7
646,11180,0,13,0,2,0,7
648,11196,0,13,0,4,0,7
650,11209,0,13,0,3,0,7
652,11218,0,11,0,4,0,7
654,11228,0,11,0,3,0,7
656,11238,0,12,0,3,0,7
658,11250,0,11,0,3,0,7
660,11264,0,11,0,4,0,7
662,11272,0,10,0,3,0,7
664,11281,0,11,0,3,0,7
666,11291,0,11,0,4,0,7
668,11295,0,11,0,4,0,7
670,11308,0,11,0,6,0,7
672,11315,0,11,0,5,0,7
674,11326,0,10,0,6,0,7
676,11339,0,10,0,4,0,7
678,11354,0,11,0,5,0,7
680,11365,0,9,0,5,0,7
682,11374,0,9,0,5,0,7
684,11384,0,9,0,4,0,7
686,11395,0,9,0,4,0,7
688,11407,0,7,0,4,0,7
690,11417,0,7,0,4,0,7
692,11426,0,8,0,4,0,7
694,11437,0,8,0,4,0,7
696,11446,0,10,0,3,0,7
698,11454,0,10,0,4,0,7
700,11460,0,11,0,4,0,7
702,11468,0,13,0,4,0,7
704,11475,0,15,0,5,0,7
706,11485,0,16,0,7,0,7
708,11491,0,16,0,7,0,7
710,11502,0,13,0,7,0,7
712,11517,0,13,0,6,0,7
714,11525,0,12,0,6,0,7
716,11528,0,12,0,8,0,7
718,11538,0,11,0,8,0,7
720,11544,0,11,0,8,1,7
722,11554,0,10,0,5,4,7
724,11559,0,8,0,5,1,7
726,11568,0,8,0,4,0,7
728,11581,0,9,0,4,0,7
730,11588,0,8,0,5,0,7
732,11593,0,8,0,5,0,7
734,11605,0,8,0,5,0,7
736,11617,0,9,0,5,0,7
738,11629,0,10,0,5,0,7
740,11640,0,9,0,5,0,7
742,11650,0,10,0,5,0,7
744,11656,0,11,0,5,0,7
746,11663,0,12,0,5,0,7
748,11674,0,12,0,4,0,7
750,11686,0,14,0,4,0,7
752,11696,0,12,0,4,0,7
754,11706,0,11,0,4,0,7
756,11716,0,10,0,5,0,7
758,11724,0,9,0,5,0,7
760,11737,0,9,0,5,0,7
762,11744,0,10,0,5,0,7
764,11756,0,8,0,5,0,7
766,11765,0,8,0,5,0,8
768,11768,0,8,0,5,0,8
770,11774,0,8,0,5,0,8
772,11785,0,7,0,6,0,8
774,11797,0,10,0,6,0,8
776,11806,0,10,0,5,0,8
778,11814,0,10,0,5,1,8
780,11820,0,8,0,5,2,8
782,11836,0,8,0,4,2,8
784,11845,0,8,0,6,3,9
786,11853,0,8,0,4,1,10
788,11864,0,8,0,4,1,10
790,11871,0,8,0,4,3,10
792,11883,0,8,0,3,0,10
794,11891,0,8,0,4,2,10
796,11898,0,8,0,5,3,10
798,11908,0,8,0,5,3,10
800,11921,0,5,0,5,2,10
802,11927,0,5,0,4,0,10
804,11933,0,6,0,4,0,10
806,11940,0,6,0,3,0,10
808,11957,0,7,0,4,0,10
810,11962,0,8,0,6,0,10
812,11969,0,9,0,6,0,10
814,11979,0,7,0,5,0,10
816,11989,0,5,0,6,0,10
818,12000,0,6,0,5,0,10
820,12017,0,6,0,5,0,10
822,12025,0,5,0,5,0,10
824,12030,0,5,0,5,0,10
826,12036,0,5,0,5,0,10
828,12044,0,4,0,6,0,10
830,12057,0,5,0,4,0,10
832,12060,0,5,0,4,0,10
834,12071,0,3,0,5,0,10
836,12076,0,3,0,7,0,10
838,12081,0,3,0,6,0,10
840,12089,0,4,0,7,0,10
842,12097,0,5,0,8,0,10
844,12109,0,5,0,7,0,10
846,12115,0,4,0,7,0,10
848,12123,0,4,0,6,0,10
850,12133,0,5,0,6,0,10
852,12142,0,5,0,6,0,10
854,12147,0,5,0,6,0,10
856,12153,0,7,0,7,0,10
858,12164,0,8,0,6,0,10
860,12175,0,7,0,5,0,10
862,12183,0,6,0,6,0,10
864,12187,0,6,0,6,0,10
866,12194,0,6,0,7,0,10
868,12202,0,7,0,6,0,10
870,12212,0,6,0,6,0,10
872,12219,0,6,0,7,0,11
874,12233,0,6,0,4,0,11
876,12239,0,6,0,4,0,11
878,12243,0,6,0,5,0,11
880,12251,0,5,0,4,0,11
882,12261,0,5,0,4,0,11
884,12264,0,5,0,6,0,11
886,12276,0,5,0,5,0,11
888,12281,0,4,0,4,0,11
890,12287,0,4,0,4,0,11
892,12293,0,4,0,5,0,11
894,12303,0,5,0,5,0,11
896,12313,0,5,0,7,0,11
898,12325,0,7,0,8,0,11
900,12329,0,7,0,7,0,11
902,12339,0,7,0,8,0,11
904,12348,0,6,0,7,0,11
906,12357,0,7,0,8,0,11
908,12361,0,7,0,8,0,11
910,12376,0,7,0,9,0,11
912,12387,0,6,0,7,0,11
914,12396,0,6,0,7,0,11
916,12403,0,7,0,7,0,11
918,12404,0,7,0,8,0,11
920,12412,0,7,0,8,0,11
922,12419,0,7,0,9,0,11
924,12427,0,6,0,5,6,11
926,12436,0,6,0,6,2,12
928,12445,0,6,0,7,0,12
930,12458,0,5,0,6,6,12
932,12467,0,5,0,6,0,12
934,12473,0,4,0,6,0,12
936,12481,0,6,0,5,0,12
938,12491,0,6,0,4,0,12
940,12498,0,7,0,4,0,12
942,12508,0,8,0,4,3,12
944,12515,0,7,0,4,4,12
946,12521,0,8,0,4,2,12
948,12532,0,8,0,6,2,12
950,12538,0,6,0,5,3,12
952,12544,0,7,0,6,1,12
954,12550,0,7,0,6,2,12
956,12563,0,7,0,5,1,12
958,12569,0,6,0,5,8,12
960,12575,0,5,0,6,2,12
962,12584,0,5,0,6,3,12
